respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
1171,Bangladesh,Norway,Economic Hardship,Permanent,18-24,Female,Primary,2009,Single,1453,Yes
1172,Sri Lanka,UAE,Employment,Work,55+,Male,PhD,2014,Divorced,860,Yes
1173,Pakistan,Qatar,Better Quality of Life,Permanent,18-24,Male,Bachelor's,2013,Single,404,Yes
1174,India,Oman,Skilled Worker Visa,Work,45-54,Male,Vocational/Technical,2024,Married,504,Yes
1175,India,Norway,Healthcare,Permanent,45-54,Female,Bachelor's,2010,Divorced,383,Yes
1176,India,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2007,Married,3447,Yes
1177,India,Kuwait,Skilled Worker Visa,Work,45-54,Male,Secondary,2007,Divorced,384,No
1178,Bangladesh,Australia,Employment,Work,18-24,Female,Bachelor's,2014,Married,486,No
1179,India,Italy,Family Reunification,Permanent,25-34,Female,Bachelor's,2017,Single,1648,Yes
1180,Bangladesh,Qatar,Employment,Work,35-44,Female,Vocational/Technical,2015,Married,1223,Yes
1181,Sri Lanka,New Zealand,Family Reunification,Permanent,18-24,Male,Bachelor's,2017,Married,585,Yes
1182,Bangladesh,France,Better Quality of Life,Permanent,25-34,Male,PhD,2012,Single,3640,Yes
1183,India,Malaysia,Political Instability,Permanent,25-34,Male,Master's,2004,Married,3583,No
1184,India,Germany,Employment,Work,18-24,Female,Bachelor's,2010,Single,1212,No
1185,Sri Lanka,Malaysia,Business/Investment,Work,25-34,Male,Primary,2024,Divorced,283,Yes
1186,Pakistan,Australia,Employment,Work,25-34,Male,Vocational/Technical,2023,Divorced,571,Yes
1187,Nepal,France,Family Reunification,Permanent,35-44,Male,Master's,2022,Married,2544,Yes
1188,Bangladesh,Japan,Economic Hardship,Permanent,25-34,Female,Bachelor's,2006,Divorced,2864,Yes
1189,Bangladesh,Germany,Political Instability,Permanent,35-44,Male,Secondary,2009,Divorced,453,Yes
1190,Pakistan,Germany,Higher Education,Permanent,25-34,Male,Bachelor's,2016,Married,1214,Yes
1191,Nepal,United Kingdom,Employment,Work,25-34,Male,Bachelor's,2016,Divorced,763,No
1192,Bangladesh,Malaysia,Marriage/Spouse,Permanent,35-44,Female,Bachelor's,2017,Married,381,Yes
1193,Sri Lanka,New Zealand,Family Reunification,Permanent,18-24,Male,Secondary,2010,Married,218,Yes
1194,Bangladesh,Qatar,Employment,Work,35-44,Female,Vocational/Technical,2003,Divorced,1125,Yes
1195,Nepal,France,Family Reunification,Permanent,18-24,Female,Vocational/Technical,2021,Married,305,Yes
1196,Pakistan,Saudi Arabia,Business/Investment,Work,25-34,Male,Bachelor's,2016,Single,517,Yes
1197,Bangladesh,Germany,Healthcare,Permanent,18-24,Female,Primary,2011,Single,414,Yes
1198,Sri Lanka,UAE,Skilled Worker Visa,Work,35-44,Male,Vocational/Technical,2007,Divorced,334,Yes
1199,India,Canada,Permanent Residency,Permanent,18-24,Male,Master's,2018,Married,2911,Yes
1200,Sri Lanka,France,Higher Education,Permanent,18-24,Male,Master's,2025,Married,1321,No
1201,Pakistan,Germany,Higher Education,Permanent,25-34,Male,Vocational/Technical,2023,Married,1095,No
1202,Nepal,South Korea,Employment,Work,18-24,Male,Vocational/Technical,2021,Married,2416,Yes
1203,India,Malaysia,Employment,Work,25-34,Female,Secondary,2015,Divorced,1423,Yes
1204,Nepal,Qatar,Business/Investment,Work,18-24,Male,Primary,2010,Married,1419,No
1205,Sri Lanka,Kuwait,Family Reunification,Permanent,25-34,Male,Primary,2016,Single,2096,Yes
1206,Sri Lanka,Norway,Employment,Work,35-44,Male,Bachelor's,2020,Single,261,Yes
1207,Sri Lanka,Japan,Marriage/Spouse,Permanent,35-44,Female,Master's,2020,Divorced,1140,Yes
1208,Pakistan,Qatar,Skilled Worker Visa,Work,45-54,Male,Vocational/Technical,2025,Married,676,Yes
1209,Pakistan,New Zealand,Permanent Residency,Permanent,35-44,Male,Bachelor's,2009,Divorced,336,Yes
1210,Nepal,Japan,Business/Investment,Work,55+,Male,Vocational/Technical,2019,Married,831,No
1211,Nepal,Norway,Employment,Work,45-54,Male,Bachelor's,2010,Single,3376,Yes
1212,Nepal,Kuwait,Employment,Work,45-54,Male,Secondary,2020,Divorced,679,Yes
1213,Bangladesh,South Korea,Skilled Worker Visa,Work,25-34,Male,Master's,2012,Single,268,No
1214,Nepal,Saudi Arabia,Employment,Work,35-44,Male,Primary,2023,Married,1196,Yes
1215,Nepal,Qatar,Skilled Worker Visa,Work,18-24,Male,Bachelor's,2012,Single,1305,Yes
1216,Pakistan,Oman,Economic Hardship,Permanent,25-34,Female,Vocational/Technical,2019,Divorced,3147,No
1217,Nepal,Oman,Economic Hardship,Permanent,45-54,Female,Master's,2016,Single,438,Yes
1218,Nepal,Norway,Higher Education,Permanent,25-34,Female,Secondary,2022,Married,1000,No
1219,Sri Lanka,Kuwait,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2020,Divorced,1015,No
1220,Bangladesh,Japan,Employment,Work,45-54,Female,Master's,2017,Divorced,1647,Yes
1221,Bangladesh,UAE,Business/Investment,Work,25-34,Male,Primary,2025,Divorced,1037,Yes
1222,Nepal,Oman,Employment,Work,25-34,Male,Vocational/Technical,2017,Single,1289,Yes
1223,Nepal,Oman,Better Quality of Life,Permanent,35-44,Male,Bachelor's,2022,Divorced,952,Yes
1224,Pakistan,Australia,Higher Education,Permanent,25-34,Male,Master's,2023,Married,929,No
1225,Pakistan,Qatar,Family Reunification,Permanent,35-44,Male,Bachelor's,2018,Single,241,Yes
1226,Bangladesh,Malaysia,Skilled Worker Visa,Work,18-24,Male,Bachelor's,2006,Single,579,Yes
1227,Sri Lanka,UAE,Employment,Work,25-34,Male,Secondary,2021,Divorced,1189,Yes
1228,Pakistan,Italy,Political Instability,Permanent,25-34,Female,Primary,2015,Single,2480,Yes
1229,Nepal,Italy,Economic Hardship,Permanent,25-34,Male,Master's,2017,Single,3527,Yes
1230,India,Canada,Permanent Residency,Permanent,35-44,Female,Secondary,2018,Married,1452,Yes
1231,Sri Lanka,Canada,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2012,Divorced,9016,Yes
1232,Nepal,United States,Family Reunification,Permanent,25-34,Female,Master's,2012,Married,1208,Yes
1233,Pakistan,United States,Employment,Work,25-34,Female,Vocational/Technical,2011,Single,2265,Yes
1234,Nepal,UAE,Employment,Work,25-34,Male,Master's,2022,Married,6224,No
1235,India,New Zealand,Better Quality of Life,Permanent,45-54,Male,Master's,2014,Divorced,347,Yes
1236,Sri Lanka,South Korea,Business/Investment,Work,25-34,Male,Secondary,2024,Single,568,Yes
1237,Pakistan,Saudi Arabia,Employment,Work,18-24,Male,Vocational/Technical,2010,Divorced,3968,No
1238,India,France,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2022,Married,3325,Yes
1239,Sri Lanka,Canada,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2016,Single,328,No
1240,Sri Lanka,Norway,Employment,Work,45-54,Male,Bachelor's,2014,Single,637,No
1241,India,Malaysia,Skilled Worker Visa,Work,45-54,Male,Primary,2025,Married,263,No
1242,Bangladesh,Australia,Business/Investment,Work,25-34,Male,Bachelor's,2008,Married,1036,No
1243,Pakistan,United Kingdom,Higher Education,Permanent,18-24,Male,Master's,2025,Divorced,3847,Yes
1244,Pakistan,Saudi Arabia,Economic Hardship,Permanent,25-34,Male,Bachelor's,2017,Divorced,483,Yes
1245,India,Germany,Higher Education,Permanent,25-34,Female,Master's,2020,Married,2859,Yes
1246,Pakistan,UAE,Family Reunification,Permanent,55+,Male,Bachelor's,2016,Divorced,1107,No
1247,Sri Lanka,Australia,Higher Education,Permanent,25-34,Male,Master's,2013,Married,1435,No
1248,Nepal,Italy,Permanent Residency,Permanent,25-34,Male,Secondary,2004,Divorced,3646,Yes
1249,Sri Lanka,Saudi Arabia,Skilled Worker Visa,Work,45-54,Male,Primary,2020,Married,7400,Yes
1250,Bangladesh,Norway,Higher Education,Permanent,25-34,Male,Bachelor's,2018,Single,354,Yes
1251,Sri Lanka,United States,Permanent Residency,Permanent,45-54,Male,Vocational/Technical,2024,Married,645,No
1252,Pakistan,Australia,Better Quality of Life,Permanent,25-34,Female,Vocational/Technical,2016,Married,573,Yes
1253,Pakistan,Japan,Employment,Work,18-24,Female,Secondary,2012,Married,844,Yes
1254,Sri Lanka,United States,Higher Education,Permanent,35-44,Male,Secondary,2025,Single,876,Yes
1255,Bangladesh,Germany,Employment,Work,18-24,Male,Vocational/Technical,2021,Single,2785,Yes
1256,India,Malaysia,Marriage/Spouse,Permanent,35-44,Male,Bachelor's,2014,Divorced,2871,Yes
1257,India,Australia,Employment,Work,25-34,Female,Bachelor's,2018,Divorced,2957,Yes
1258,Bangladesh,Oman,Employment,Work,18-24,Male,Bachelor's,2021,Single,2019,Yes
1259,India,Kuwait,Employment,Work,35-44,Male,Master's,2019,Single,461,Yes
1260,Bangladesh,New Zealand,Permanent Residency,Permanent,35-44,Female,Bachelor's,2023,Married,10519,No
1261,Sri Lanka,Australia,Skilled Worker Visa,Work,25-34,Female,Secondary,2024,Single,2441,No
1262,Bangladesh,Saudi Arabia,Employment,Work,35-44,Male,Master's,2018,Single,241,Yes
1263,Nepal,New Zealand,Skilled Worker Visa,Work,25-34,Male,Primary,2013,Divorced,2260,No
1264,Pakistan,Qatar,Better Quality of Life,Permanent,55+,Male,Master's,2018,Married,2029,Yes
1265,Sri Lanka,Qatar,Employment,Work,55+,Female,Primary,2018,Married,1008,Yes
1266,Bangladesh,South Korea,Economic Hardship,Permanent,55+,Male,Bachelor's,2001,Married,2613,Yes
1267,Bangladesh,France,Family Reunification,Permanent,35-44,Female,Secondary,2003,Married,2684,No
1268,Nepal,United States,Employment,Work,45-54,Male,Master's,2019,Divorced,2099,Yes
1269,India,United Kingdom,Skilled Worker Visa,Work,25-34,Male,Master's,2009,Divorced,399,Yes
1270,Bangladesh,UAE,Employment,Work,55+,Male,Master's,2022,Divorced,315,No
1271,Pakistan,Oman,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2015,Divorced,429,Yes
1272,India,Qatar,Employment,Work,18-24,Male,Bachelor's,2025,Single,5964,Yes
1273,Bangladesh,Kuwait,Higher Education,Permanent,35-44,Male,Bachelor's,2025,Married,933,No
1274,Bangladesh,Malaysia,Marriage/Spouse,Permanent,25-34,Female,Primary,2025,Single,1653,Yes
1275,Nepal,United Kingdom,Family Reunification,Permanent,25-34,Female,Vocational/Technical,2015,Divorced,1122,Yes
1276,India,UAE,Employment,Work,25-34,Male,Bachelor's,2005,Single,2723,Yes
1277,Pakistan,United Kingdom,Permanent Residency,Permanent,25-34,Male,Secondary,2023,Married,1964,Yes
1278,Sri Lanka,Australia,Better Quality of Life,Permanent,45-54,Male,Secondary,2025,Married,2922,Yes
1279,India,Canada,Higher Education,Permanent,35-44,Female,Master's,2006,Divorced,573,Yes
1280,India,United States,Skilled Worker Visa,Work,25-34,Male,Master's,2017,Divorced,7743,Yes
1281,Bangladesh,Australia,Employment,Work,35-44,Male,Bachelor's,2019,Divorced,3157,Yes
1282,Nepal,United Kingdom,Higher Education,Permanent,45-54,Male,Vocational/Technical,2022,Single,1091,No
1283,Nepal,Malaysia,Healthcare,Permanent,25-34,Male,Vocational/Technical,2008,Single,8328,Yes
1284,Nepal,Canada,Skilled Worker Visa,Work,45-54,Male,Master's,2020,Divorced,1350,No
1285,Bangladesh,Japan,Marriage/Spouse,Permanent,25-34,Male,Secondary,2019,Single,3696,Yes
1286,Bangladesh,South Korea,Higher Education,Permanent,25-34,Female,Primary,2012,Single,1013,Yes
1287,India,Italy,Permanent Residency,Permanent,35-44,Male,Secondary,2012,Divorced,404,Yes
1288,Sri Lanka,United States,Higher Education,Permanent,25-34,Male,Bachelor's,2013,Single,3916,Yes
1289,Nepal,France,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2024,Divorced,674,No
1290,Pakistan,New Zealand,Employment,Work,25-34,Female,Bachelor's,2022,Married,3552,Yes
1291,Pakistan,Japan,Higher Education,Permanent,45-54,Male,Bachelor's,2010,Single,572,Yes
1292,Bangladesh,France,Family Reunification,Permanent,25-34,Male,Secondary,2010,Single,4774,Yes
1293,Nepal,Kuwait,Skilled Worker Visa,Work,18-24,Female,Bachelor's,2018,Single,502,Yes
1294,Pakistan,Kuwait,Healthcare,Permanent,25-34,Male,Master's,2015,Single,9707,Yes
1295,Sri Lanka,South Korea,Permanent Residency,Permanent,35-44,Female,Bachelor's,2016,Single,412,Yes
1296,Pakistan,Kuwait,Employment,Work,25-34,Female,Vocational/Technical,2004,Married,3260,No
1297,Bangladesh,Canada,Employment,Work,55+,Female,Primary,2012,Married,286,Yes
1298,India,Malaysia,Employment,Work,35-44,Male,Primary,2024,Divorced,379,Yes
1299,India,Canada,Family Reunification,Permanent,25-34,Female,Primary,2005,Married,2878,Yes
1300,India,United Kingdom,Permanent Residency,Permanent,55+,Male,Bachelor's,2012,Married,593,Yes
1301,India,Saudi Arabia,Skilled Worker Visa,Work,55+,Female,Bachelor's,2024,Divorced,786,No
1302,Sri Lanka,Italy,Employment,Work,45-54,Male,Vocational/Technical,2022,Divorced,1648,Yes
1303,Nepal,France,Employment,Work,25-34,Female,Secondary,2023,Married,1454,No
1304,Nepal,Kuwait,Permanent Residency,Permanent,35-44,Male,Bachelor's,2014,Divorced,477,Yes
1305,Nepal,Italy,Employment,Work,55+,Female,Primary,2019,Single,306,Yes
1306,India,United Kingdom,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2013,Divorced,8957,No
1307,Bangladesh,United Kingdom,Employment,Work,25-34,Female,Bachelor's,2023,Single,457,Yes
1308,India,Japan,Higher Education,Permanent,25-34,Male,Vocational/Technical,2012,Married,827,Yes
1309,India,UAE,Political Instability,Permanent,35-44,Male,PhD,2018,Married,975,Yes
1310,Pakistan,France,Marriage/Spouse,Permanent,25-34,Female,Vocational/Technical,2011,Divorced,3063,Yes
1311,Bangladesh,Norway,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2025,Married,764,Yes
1312,Nepal,Saudi Arabia,Family Reunification,Permanent,25-34,Female,Vocational/Technical,2013,Single,8096,Yes
1313,India,Australia,Marriage/Spouse,Permanent,45-54,Male,Bachelor's,2022,Single,1158,Yes
1314,Bangladesh,Germany,Family Reunification,Permanent,45-54,Female,Master's,2008,Single,657,Yes
1315,Nepal,Kuwait,Employment,Work,25-34,Male,Master's,2011,Married,1792,Yes
1316,Pakistan,France,Higher Education,Permanent,18-24,Male,PhD,2021,Married,294,Yes
1317,Pakistan,Canada,Refugee/Asylum,Permanent,25-34,Male,Secondary,2008,Married,10949,No
1318,India,Malaysia,Employment,Work,25-34,Male,Bachelor's,2002,Divorced,1343,Yes
1319,Sri Lanka,Japan,Healthcare,Permanent,25-34,Male,Secondary,2023,Single,3607,No
1320,Pakistan,Malaysia,Permanent Residency,Permanent,25-34,Female,Bachelor's,2016,Single,298,Yes
1321,India,France,Political Instability,Permanent,25-34,Female,Bachelor's,2010,Married,853,Yes
1322,Pakistan,United States,Higher Education,Permanent,35-44,Male,Master's,2019,Married,6380,Yes
1323,Bangladesh,Canada,Employment,Work,18-24,Male,Master's,2008,Married,1700,No
1324,Bangladesh,United Kingdom,Higher Education,Permanent,25-34,Male,Vocational/Technical,2009,Married,2653,Yes
1325,Bangladesh,Germany,Better Quality of Life,Permanent,25-34,Male,Primary,2021,Divorced,2225,No
1326,India,South Korea,Employment,Work,35-44,Male,Secondary,2024,Married,265,No
1327,Sri Lanka,Germany,Skilled Worker Visa,Work,18-24,Female,Secondary,2009,Married,1152,No
1328,Pakistan,Canada,Employment,Work,25-34,Male,Vocational/Technical,2023,Divorced,2998,Yes
1329,Bangladesh,United States,Employment,Work,25-34,Male,Bachelor's,2015,Divorced,10567,Yes
1330,Bangladesh,Qatar,Employment,Work,45-54,Male,Primary,2010,Divorced,3936,Yes
1331,Pakistan,Canada,Permanent Residency,Permanent,35-44,Male,Bachelor's,2000,Divorced,1698,No
1332,Nepal,France,Business/Investment,Work,18-24,Female,Bachelor's,2025,Single,1767,Yes
1333,Nepal,Kuwait,Permanent Residency,Permanent,25-34,Male,Secondary,2002,Divorced,569,Yes
1334,Nepal,Saudi Arabia,Marriage/Spouse,Permanent,55+,Female,Vocational/Technical,2016,Married,3843,Yes
1335,Pakistan,Malaysia,Refugee/Asylum,Permanent,35-44,Female,Vocational/Technical,2019,Single,350,Yes
1336,Nepal,Kuwait,Higher Education,Permanent,18-24,Male,Vocational/Technical,2025,Married,613,Yes
1337,Sri Lanka,Germany,Higher Education,Permanent,25-34,Female,Secondary,2018,Divorced,306,No
1338,Bangladesh,Oman,Higher Education,Permanent,18-24,Male,Bachelor's,2012,Married,625,No
1339,Nepal,Canada,Employment,Work,35-44,Female,Master's,2022,Divorced,2082,No
1340,Bangladesh,United Kingdom,Higher Education,Permanent,18-24,Female,Secondary,2023,Married,788,Yes
1341,Pakistan,United Kingdom,Employment,Work,25-34,Male,Secondary,2017,Married,512,Yes
1342,Nepal,UAE,Economic Hardship,Permanent,45-54,Male,Master's,2023,Single,1265,Yes
1343,Bangladesh,South Korea,Higher Education,Permanent,55+,Female,Secondary,2022,Single,630,Yes
1344,Pakistan,Canada,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2010,Married,848,Yes
1345,India,Italy,Political Instability,Permanent,35-44,Male,Bachelor's,2013,Married,967,Yes
1346,Nepal,United Kingdom,Family Reunification,Permanent,18-24,Male,Bachelor's,2005,Divorced,1176,Yes
1347,Bangladesh,Saudi Arabia,Employment,Work,55+,Female,Secondary,2024,Divorced,3870,Yes
1348,Bangladesh,Japan,Skilled Worker Visa,Work,35-44,Male,Primary,2023,Married,3714,Yes
1349,Nepal,New Zealand,Employment,Work,25-34,Female,Master's,2023,Divorced,1412,Yes
1350,Nepal,United Kingdom,Marriage/Spouse,Permanent,18-24,Male,Master's,2003,Divorced,1663,No
1351,Sri Lanka,UAE,Higher Education,Permanent,55+,Male,Primary,2015,Married,1108,No
1352,Sri Lanka,Italy,Business/Investment,Work,45-54,Male,Vocational/Technical,2017,Married,649,Yes
1353,Sri Lanka,Italy,Refugee/Asylum,Permanent,25-34,Male,Bachelor's,2006,Married,688,Yes
1354,Nepal,United States,Political Instability,Permanent,35-44,Male,Master's,2015,Divorced,1464,Yes
1355,Pakistan,Australia,Family Reunification,Permanent,35-44,Female,Bachelor's,2024,Single,266,Yes
1356,Sri Lanka,New Zealand,Employment,Work,35-44,Female,Vocational/Technical,2016,Divorced,598,Yes
1357,Bangladesh,Kuwait,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2021,Divorced,1330,Yes
1358,India,Germany,Family Reunification,Permanent,18-24,Male,Master's,2008,Single,3272,Yes
1359,Bangladesh,Saudi Arabia,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2008,Divorced,582,No
1360,Sri Lanka,Qatar,Employment,Work,25-34,Male,Vocational/Technical,2023,Single,646,Yes
1361,Nepal,United States,Employment,Work,25-34,Female,Primary,2018,Married,218,Yes
1362,India,Australia,Political Instability,Permanent,25-34,Female,Bachelor's,2021,Divorced,1176,Yes
1363,Bangladesh,Malaysia,Business/Investment,Work,45-54,Female,Master's,2017,Married,1194,Yes
1364,Bangladesh,United States,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2006,Married,3466,No
1365,India,Germany,Permanent Residency,Permanent,25-34,Female,Bachelor's,2023,Married,2826,Yes
1366,Pakistan,Norway,Employment,Work,35-44,Male,Primary,2017,Single,2488,No
1367,Sri Lanka,United States,Family Reunification,Permanent,25-34,Female,Master's,2014,Single,412,No
1368,Bangladesh,Qatar,Refugee/Asylum,Permanent,18-24,Male,Master's,2009,Divorced,339,No
1369,Sri Lanka,Malaysia,Healthcare,Permanent,35-44,Male,Secondary,2009,Married,496,Yes
1370,Bangladesh,Malaysia,Higher Education,Permanent,35-44,Female,Master's,2025,Single,1423,Yes
1371,Bangladesh,Japan,Family Reunification,Permanent,35-44,Male,Secondary,2025,Married,1134,Yes
1372,Bangladesh,United States,Employment,Work,35-44,Male,PhD,2022,Single,3895,Yes
1373,India,Kuwait,Skilled Worker Visa,Work,25-34,Female,Master's,2021,Married,3231,Yes
1374,India,Qatar,Economic Hardship,Permanent,18-24,Male,PhD,2013,Single,697,Yes
1375,Sri Lanka,Norway,Higher Education,Permanent,25-34,Female,Master's,2018,Single,3010,No
1376,Nepal,New Zealand,Higher Education,Permanent,55+,Male,Secondary,2017,Divorced,1244,Yes
1377,India,South Korea,Better Quality of Life,Permanent,18-24,Male,Master's,2006,Married,1097,Yes
1378,Pakistan,United States,Permanent Residency,Permanent,35-44,Male,Master's,2023,Single,540,Yes
1379,Pakistan,South Korea,Higher Education,Permanent,45-54,Male,Primary,2003,Married,2590,Yes
1380,Sri Lanka,Italy,Political Instability,Permanent,18-24,Male,Secondary,2023,Single,803,No
1381,Sri Lanka,France,Employment,Work,25-34,Male,Vocational/Technical,2008,Married,3209,Yes
